handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/31539,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070258,"Letter from Elena Pecci to Aurora Fabiato about Christmas greetings, the cold relationship with her relatives and her niece’s fiancé at the front.",,,,Open Access,,,,,,,1941-12-15,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,3,,,82870,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31539
123456789/29437,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029113,"(copy) Letter, Sp. Fabiato to K. Georgakopoulos expessing his doupts about the draft letter of procuration and considering that M. Iatrou will not be obliged to comply",,,,Open Access,,,,,,,1936-10-30,SALT Research,Yunanca - Greek,Mektup - Letter,"13,4-20,4 cm; Handwritten",2,,,82206,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29437
123456789/30469,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029242,"Letter, G. Demetriou to Sp. Fabiato sending an attested copy of Antones Manarakes will and requiring a briefing for his estate in Athens",,,,Open Access,,,,,,,1939-05-01,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-29 cm; Typewritten",1,,,82335,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30469
123456789/32513,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070250,Letter from Elena Pecci to Aurora Fabiato about her health conditions.,,,,Open Access,,,,,,,1941-03-22,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82862,Çiçek İlengiz,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32513
123456789/29436,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029112,"Letter, G. Toman to Sp.Fabiato asking wheather he received the draft letter of procuration and suggesting that Sp. Fabiato must urge his lawyers to act quickly",,,,Open Access,,,,,,,1936-10-28,SALT Research,Yunanca - Greek,Mektup - Letter,"11,2-17,3 cm; Handwritten",3,,,82205,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29436
123456789/29439,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029130,"(copy) Letter, Sp. Fabiato to K. Georgakopoulos congratulating him for receiving a medal from French government, wishing for Easter holidays and asking for a brief on K. Pirros's case",,,,Open Access,,,,,,,1937-04-27,SALT Research,Yunanca - Greek,Mektup - Letter,"14,1-21,9 cm; Handwritten",2,,,82223,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29439
123456789/31540,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070259,"Letter from Elena Pecci to Aurora Fabiato about her housekeeper, her niece’s fiancé at the front and about Aurora Fabiato’s research of information concerning her uncle in Athens.",,,,Open Access,,,,,,,1941-12-26,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82871,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31540
123456789/29435,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029109,"(copy) Letter, Sp. Fabiato to K. Georgakopoulos congratulating him for receiving a medal from Rumanian government and enclosing some maps of Northern Greece (Ipeiros, Makedonia, Thraki) where is going for a tour",,,,Open Access,,,,Greek in latin alphabet,,,1936-10-06,SALT Research,Yunanca - Greek,Mektup - Letter,"19,3-26,3 cm; Typewritten",1,,,82202,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29435
123456789/29438,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029118,"Letter, K. Georgakopoulos to Sp. Fabiato",,,,Open Access,"K. Pirros is prepared to cancel the cancel the trial and enforce Esther Manarakes will. The house in İstanbul will remain to Sp. Fabiato's hands and 100.000 greek dr. will be paid by K. Pirros, 50.000 in advancement and 5 equal in amount instalments",,,Left upper corner: Greek Ministry of Education,,,1937-01-06,SALT Research,Yunanca - Greek,Mektup - Letter,"12,4-9,8 cm; Handwritten",2,,,82211,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29438
123456789/30465,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029233,"(Draft) Letter, Sp. Fabiato to K. Georgakopoulos briefing him again about the requested documents and that they must be already in his file in Athens.",,,,Open Access,,,,,,,1939-04-04,SALT Research,Yunanca - Greek,Mektup - Letter,"16,8-20,6 cm; Handwritten",4,,,82326,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30465
123456789/30466,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029234,"Letter, K. Georgakopoulos to Sp. Fabiato",,,,Open Access,"Though K. Georgakopoulos expresses his doubts on the usage of the letter of procuration, it is issued by K. Pirros and mailed by airplane at 5th of April.",,,,,,1939-04-06,SALT Research,Yunanca - Greek,Mektup - Letter,"21-27,2 cm; Handwritten",4,,,82327,Chistos Kyriakopoulos,,2011-00-00,,,Psixiko; Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30466
123456789/30468,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029240,"(Copy) letter, Sp. Fabiato to G. Demetriou received the letter of procuration and thanks G. Demetriou",,,,Open Access,,,,,,,1939-04-10,SALT Research,Yunanca - Greek,Mektup - Letter,"13,8-21,6 cm; Handwritten",1,,,82333,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30468
123456789/29434,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029093,"Letter, K. Georgakopoulos to Sp. Fabiato briefing  on the 1935 Venizelist coup",,,,Open Access,A few days' trip in Athens is recquired in order to attend M. Iatrou's case.G. Toman will represent M. Iatrou. Court with K. Pirros has been postponed,,,,,,1935-03-28,SALT Research,Yunanca - Greek,Mektup - Letter,"12,6-9,8 cm; Handwritten",2,,,82186,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29434
123456789/32514,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082004,Receipts of membership cards of the Partito Nazionale Fascista (National Fascist Party) belonging to Miss Fabiato for the year 1941 signed by Mr. Mongeri.,,,,Open Access,,,,,,,1941,SALT Research,İtalyanca - Italian,Makbuz - Receipt,"14,5-8 cm; Handwritten",2,,,82905,Francesco Malfatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32514
123456789/32515,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082009,"Invitation from Fascio degli Italiani di Istanbul ‘Ugo Pepe’ for Aurora Fabiato to present herself by the ‘Casa d’Italia’ (House of Italy) in Istanbul in order to pay 1,34 Italian liras as request from Rome.",,,,Open Access,,,,,,,1939-04-27,SALT Research,İtalyanca - Italian,Davetiye - Invitation card,"22,5-15 cm; Handwritten; Typewritten",1,,,82910,Francesco Malfatti,,2011-00-00,,,Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32515
123456789/30470,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029243,(Copy) will of Antones Manarakes,,,,Open Access,K. Pirros and M. Iatrou are the legal heirs of Antones Manarakis,,,,,,1939-04-01; 1931-03-05,SALT Research,Yunanca - Greek,Belge - Document,"20,5-28,7 cm; Handwritten",1,,,82336,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30470
123456789/31541,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070263,"Letter from Elena Pecci to Aurora Fabiato about her housekeeper, her niece’s fiancé at the front and about Aurora Fabiato’s research of information concerning her uncle in Athens.",,,,Open Access,,,,,,,1942-01-31,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82875,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31541
123456789/31542,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070272,New Year greeting postcard from Luisa Pandolfi to Aurora Fabiato.,,,,Open Access,,,,On the postcard is depicted Filippo Lippi’s painting ‘Madonna with Child’.,,,,SALT Research,İtalyanca - Italian,Kartpostal - Postcard,Handwritten,2,,,82884,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31542
123456789/30473,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029254,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,After reassuring M. Iatrou that is going to take half of  the jewelry she is now willing to sign the letter of procuration.,,,,,,1939-07-28,SALT Research,Yunanca - Greek,Mektup - Letter,"21,8-28 cm; Handwritten",1,,,82347,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30473
123456789/32516,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082013,S. Fabiato’s (probably Spiridon) postal payment proof for the Italian magazine ‘Il Messaggero degli Italiani’.,,,,Open Access,,,,,,,1939-02-10,SALT Research,Türkçe - Turkish,Makbuz - Receipt,"12,5-8,5 cm; Handwritten; Printed",2,,,82914,Francesco Malfatti,,2011-00-00,,,Büyükada (Istanbul),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32516
123456789/29441,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029153,"Letter, K. Georgakopoulos to Sp. Fabiato mailing back the revised letter of procuration and thanking for the photos",,,,Open Access,,,,Receipt from post services. Upper left corner: Greek Ministry of Education.,,,1938-01-01,SALT Research,Yunanca - Greek,Mektup - Letter,"12,4-9,5 cm; Handwritten",3,,,82246,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29441
123456789/29442,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029156,"(draft) Letter, mailed by G. Demetriou",,,,Open Access,To Athens Bank: Sp. and Aurora Fabiato accept as genuine the secret testament of Esther Manarakes,,,,,,1938-02-01,SALT Research,Yunanca - Greek,Mektup - Letter,"19,7-15,1 cm; Typewritten",1,,,82249,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29442
123456789/31543,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB073,Mémoire de pourvoi en cassation adressé à la présidence de la Chambre civile de la Cour de cassation. Le compte rendu explique la décision de l'annulation et cassation de la sentence émanée du Conseil du Cadastre des îÎes de Princes concernant l'immobilier de Djema Julianie.,,,,Open Access,,,,,,,,SALT Research,İtalyanca - Italian,Belge - Document,"19,1-28 cm; Handwritten",4,,,82893,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31543
123456789/29440,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029139,Sp. Fabiato draft on the mouvable estate,,,,Open Access,,,,"In Greek: Municipality of Pankrati: Houses in the adresses Eutixidou, Thukididou, Psarron",,,1937-07-26,SALT Research,Yunanca - Greek; Fransızca - French,Belge - Document,15-20 cm; Handwritten,1,,,82232,Çiçek İlengiz - Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29440
123456789/30471,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029248,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,When M. Iatrou returns from Patra to Athens agreed to issue a letter of procuration as long as the safety-deposit box will be opened immediately,,,,,,1939-05-23,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-28,7 cm; Handwritten",1,,,82341,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30471
123456789/30472,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029253,"Letter, K. Geogakopoulos to Sp. Fabiato",,,,Open Access,Due to M. Iatrou's reluctance to co-operate the necessary documents issued by Italian Consulate of İstanbul must be delivered immediately.,,,,,,1939-07-22,SALT Research,Yunanca - Greek,Mektup - Letter,"13,2-20,5 cm; Handwritten",4,,,82346,Chistos Kyriakopoulos,,2011-00-00,,,Psixiko; Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30472
123456789/30474,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029256,"(Draft) letter, Sp. Fabiato to G. Demetriou",,,,Open Access,If the Bank of Athens is still insisting on the requested documents he is going to mail them.,,,,,,1931-08-05,SALT Research,Yunanca - Greek,Mektup - Letter,"16,1-20 cm; Handwritten",1,,,82349,Chistos Kyriakopoulos,,2011-00-00,,,Prinkipo; Büyükada (Istanbul),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30474
123456789/31544,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082002,Receipt of membership card of the Partito Nazionale Fascista (National Fascist Party) Athens Branch belonging to Aurora Fabiato for the year 1933.,,,,Open Access,,,,,,,1933-03-02,SALT Research,İtalyanca - Italian,Makbuz - Receipt,"10-11,5 cm; Handwritten; Printed",1,,,82903,Francesco Malfatti,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31544
123456789/31545,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082015,List of payment for the membership cards of the Partito Nazionale Fascista (National Fascist Party) Athens and Istanbul branches belonging to Fabiatos for the years 1927-1939.,,,,Open Access,,,,,,,1939,SALT Research,İtalyanca - Italian,Belge - Document,19-26 cm; Handwritten,1,,,82916,Francesco Malfatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31545
123456789/32517,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB083002,Inventory of the wicker trunk with label,,,,Open Access,,,,Six ruled slips of paper,,,,SALT Research,Fransızca - French,Belge - Document,"14,5-19,5 cm; Handwritten",5,,,82918,Francesco Malfatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/32517
123456789/29443,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029157,"(draft) Letter, Sp. Fabiato to G. Demetriou",,,,Open Access,"Received the draft letter of procuration but due to bad weather and his sickness, he will authorize it in the next few days",,,,,,1938-02-25,SALT Research,Yunanca - Greek,Mektup - Letter,"16,1-20,4 cm; Handwritten",2,,,82250,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29443
123456789/31546,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB083012,Letter concerning the obtaining of single status certificate for the miss who the letter is addressed to.,,,,Open Access,,,,,,,1913-05-09,SALT Research,İtalyanca - Italian,Mektup - Letter,"21,5-27 cm; Handwritten",2,,,82928,Francesco Malfatti,,2011-00-00,,,Florence,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31546
123456789/30476,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029272,"Letter, Paris Fabiato to Sp. Fabiato",,,,Open Access,M. Latrou has not yet issued the letter of procuration - His piano has been delivered-Everyday life news from Athens.,,,,,,1939-10-01; 1939-10-20,SALT Research,Yunanca - Greek,Mektup - Letter,"17,8-23,5 cm; Handwritten",4,,,82365,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30476
123456789/29444,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029165,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Ioannes is going to prepare a packet with Spiridon's valueables and put it for safekeeping in a bank under his name,,,,,,1938-05-03,SALT Research,Yunanca - Greek,Mektup - Letter,"21,4-29,6 cm; Handwritten",1,,,82258,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29444
123456789/29445,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029166,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Receiving a box with Sp. Fabiato's things. Cross checked with an inventory list. Enclose a list with the things he found inside the box,,,The list is mainly in French followed by Sp. Fabiato's notes in French,,,1938-05-13,SALT Research,Yunanca - Greek,Mektup - Letter,"23,1-29,5 cm; Handwritten",2,,,82259,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29445
123456789/29446,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029175,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Description of preparion and mailing of  a package through British-French bank with Sp. Fabiato things  from a box. Some of the things will remain at Ionnes's house. Enclose money account,,,French margin notes by Sp. Fabiato,,,1938-07-09,SALT Research,Yunanca - Greek; Fransızca - French,Mektup - Letter,"23-29,5 cm; Handwritten",2,,,82268,Çiçek İlengiz - Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29446
123456789/30475,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029269,(Copy) Cemma Fabiato's will authorized by the Italian Consulate of İstanbul.,,,,Open Access,Sp. and Aurora Fabiato are legal inheritants of Cemma's will.,,,,,,1939-10-02,SALT Research,İtalyanca - Italian; Fransızca - French,Belge - Document,"20,5-33,5 cm; Typewritten",1,,,82362,Francesco Malfatti,,2011-00-00,,,İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30475
123456789/31547,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB084003,Account of Milto's depts to Sp. Fabiato,,,,Open Access,,,,,,,1937-03-01; 1938-06-01,SALT Research,Yunanca - Greek,Belge - Document,Handwritten,5,,,82931,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/31547
123456789/30477,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029277,"(Draft) letter, Sp. Fabiato to K. Georgakopolos",,,,Open Access,Contacted with the Italian Consul and 4 witnesses were found. In the forthcoming week they will issue the certifıcate. Further advices for the medicine he mailed,,,,,,1939-11-01,SALT Research,Yunanca - Greek,Mektup - Letter,"16,7-20,6 cm; Handwritten",3,,,82370,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30477
123456789/30478,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029280,"(Draft) letter, Sp. Fabiato to K. Georgakopoulos",,,,Open Access,Apologizes for the signature of Vice-Consul which is not attested.Thanks for his assistance and wants to reassure M. Latrou that he does not have any responsibility for this delay.,,,,,,1939-11-01,SALT Research,Yunanca - Greek,Mektup - Letter,"16,7-20,3 cm; Handwritten",2,,,82373,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30478
123456789/29449,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029198,"Letter, Paris Fabiato to Sp. Fabiato",,,,Open Access,Difficulties of selling the property of Spiridon Fabiato. News of everyday life in Athens,,,,,,1938-12-29,SALT Research,Yunanca - Greek,Mektup - Letter,"14,6-21,4 cm; Handwritten",4,,,82291,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29449
123456789/29450,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029210,"Letter, G. Demetriou to Sp. Fabiato requiring again a list with the items owned solely to Sp. Fabiato in Athens Bank.",,,,Open Access,G. Demetriou reminds him that an inheritance tax must be paid and asks wheather he wants his furniture to be sold and in which prices.,,,,,,1939-02-01,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-29,2 cm; Typewritten",1,,,82303,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29450
123456789/29451,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029212,"(Copy) letter, Sp. Fabiato to G. Demetriou",,,,Open Access,"Requires an authorized copy of Gemma's statutory declaration, which was delivered to Bank of Athens, to be posted urgently back to him",,,,,,1939-02-22,SALT Research,Yunanca - Greek,Mektup - Letter,"13,9-21,7 cm; Handwritten",2,,,82305,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29451
123456789/29448,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029196,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Apologizes on behalf of his also that they could not clear the warehouse with D.Gunaras help. He is no longer willing to help him with this case. Everyday life news from Athens.,,,Draft of Sp. Fabiato in French. Greek: I dont like to do business with him...The rest in French,,,1938-12-20,SALT Research,Yunanca - Greek,Mektup - Letter,"23,2-29,5 cm; Handwritten",5,,,82289,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29448
123456789/29453,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029216,"(Draft) letter, Sp. Fabiato to K. Georgakopoulos",,,,Open Access,"Replies to K. Georgakopoulos: a) give his books to his brothers b) It is impossible to deliver his estate to İstanbul so he wants everything from Manarakis and Cavaliote Str. to be sold excluding the last three pages for the inventory (with Persian carpets) and 3 chests of Cavaliote Str. asks wheather they could store these somewhere (house or bank) c) has already informed G. Demetriou that 2 pieces of jewelry (bracelet, earings) will be excluded and the tax will be paid.",,,,,,1939-03-02,SALT Research,Yunanca - Greek,Mektup - Letter,"16,3-20,5 cm; Handwritten",5,,,82309,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29453
123456789/29452,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029215,"Letter, K. Georgakopoulos to Sp. Fabiato",,,,Open Access,Refers to the meeting with his brothers: a) Fabiato's books are in G. Demetriou possesion and can be given to his brothers or to D. Gunara family b) His furniture due to time has been damaged severely and the best solution will be to be sent in İstanbul or sold in an auction in Athens c) Contact G. Demetriou in order to obtain the items of Bank of Athens.,,,Sp. Fabiato french drafts,,,1939-02-23,SALT Research,Yunanca - Greek,Mektup - Letter,"21-27,3 cm; Handwritten",4,,,82308,Chistos Kyriakopoulos,,2011-00-00,,,Psixiko; Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29452
123456789/29454,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029220,"Letter, G. Demetriou to Sp. Fabiato",,,,Open Access,"Encloses a copy of  statutory declaration. Asks which and how much he wants to sell his things and the non sold items to whom could be delivered. Due to M. Iatrou reluctance, distribution will start next week.",,,,,,1939-03-01,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-29,3 cm; Handwritten",1,,,82313,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29454
123456789/30481,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029303,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,"Having mailed the requested letter of procuration, Ioannes hopes that his brother's troubles will soon be over. Paris is recovering from his illness.",,,,,,1940-03-01,SALT Research,Yunanca - Greek,Mektup - Letter,"21,3-28,4 cm; Handwritten",1,,,82396,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30481
123456789/30482,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029305,"Letter, Paris Fabiato to Sp. Fabiato",,,,Open Access,Everyday life news from Athens - Wishes to finish quickly his cases in Athens.,,,,,,1940-03-01,SALT Research,Yunanca - Greek,Mektup - Letter,"24,2-37,1 cm; Handwritten",1,,,82398,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30482
123456789/30483,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029307,"Letter, Alexadros (Alekos) Fabiato to Sp. Fabiato",,,,Open Access,Condolences for the death of Paris. Everyday life news from Paris.,,,,,,1940-04-17,SALT Research,Yunanca - Greek,Mektup - Letter,"13,5-20,9 cm; Handwritten",3,,,82400,Chistos Kyriakopoulos,,2011-00-00,,,Paris,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30483
123456789/30484,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029309,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,Everyday life news from Athens and wishes for Easter holidays.,,,,,,1940-04-28,SALT Research,Yunanca - Greek,Mektup - Letter,"21,3-28,5 cm; Handwritten",1,,,82402,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30484
123456789/29456,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029228,Sp. Fabiato' s draft with Ioannes Fabiato adress and notes on the requested letter of procuration,,,,Open Access,Fabiato indicates the Turkish Embassy legitilized the procuration.,,,Fabiato's monogram,,,1939-03-29,SALT Research,Fransızca - French,Belge - Document,"16,9-22,5 cm; Handwritten",2,,,82321,Çiçek İlengiz,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29456
123456789/29458,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029244,"Letter, Ioannes Fabiato to Sp. Fabiato",,,,Open Access,"Describes the difficulties acquiring the requested documents and communicate Aleksandra's, younger daughter, wedding",,,,,,1939-05-01,SALT Research,Yunanca - Greek,Mektup - Letter,"21,7-27,9 cm; Handwritten",2,,,82337,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29458
123456789/29455,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029223,"(Draft) letter, Sp. Fabiato to Ioannes Fabiato",,,,Open Access,Due to his grave financial codition requests from Ioannes Fabiato to visit K. Georgakopoulos urgently and assist him with the case of the house in Ağa Hamam str. by issuing the requested letter of procuration as soon as possible,,,,,,1939-03-17; 1939-03-18,SALT Research,Yunanca - Greek; Türkçe - Turkish,Mektup - Letter,"16,4-20,4 cm; Handwritten",4,,,82316,Chistos Kyriakopoulos,,2011-00-00,,,Büyükada; İstanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29455
123456789/29457,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB029237,"Letter, Paris Fabiato to Sp. Fabiato",,,,Open Access,Letter of procuration was mailed and a suitable storehouse has been found for Sp. Fabiato's things. Everyday news from Paris life in Athens.,,,,,,1939-04-04,SALT Research,Yunanca - Greek,Mektup - Letter,"21,3-29,3 cm; Handwritten",2,,,82330,Chistos Kyriakopoulos,,2011-00-00,,,Athens,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29457
